EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
0,0,0,INITIAL_BUFFERING,Starting,0
0,0,0,INITIAL_BUFFERING,Starting,0
0.005213022232055664,0,1,INITIAL_BUFFERING,Writing,45226
0.005873203277587891,0,1,PLAY,InitialBuffering-Play,0
0.006802797317504883,0,0,PLAY,StillPlaying,45226
0.13643717765808105,0,1,PLAY,Writing,88783.0
0.36318039894104004,0,2,PLAY,Writing,128503.0
0.6360917091369629,0,3,PLAY,Writing,177437.0
0.9292941093444824,0,4,PLAY,Writing,217761.0
1.1867690086364746,1,5,PLAY,Writing,255865.0
1.4801695346832275,1,6,PLAY,Writing,323047.0
1.9935507774353027,1,7,PLAY,Writing,378355.0
2.5730137825012207,2,8,PLAY,Writing,509091.0
3.1854727268218994,3,9,PLAY,Writing,577751.0
4.007593393325806,4,9,PLAY,Writing,782553.0
4.007821798324585,4,9,PLAY,StillPlaying,88783.0
5.069319486618042,5,10,PLAY,Writing,1008699.0
6.354471206665039,6,11,PLAY,Writing,1207152.0
8.007654428482056,8,10,PLAY,StillPlaying,128503.0
12.007716417312622,12,9,PLAY,StillPlaying,177437.0
12.008194208145142,12,10,PLAY,Writing,1473801.0
13.943639993667603,13,11,PLAY,Writing,2087347.0
16.007574319839478,16,10,PLAY,StillPlaying,217761.0
19.098382711410522,19,11,PLAY,Writing,2409742.0
20.007562398910522,20,10,PLAY,StillPlaying,255865.0
24.007508754730225,24,9,PLAY,StillPlaying,323047.0
24.795671701431274,24,10,PLAY,Writing,2944291.0
27.491557836532593,27,11,PLAY,Writing,3340509.0
28.007601737976074,28,10,PLAY,StillPlaying,378355.0
32.00755834579468,32,9,PLAY,StillPlaying,509091.0
33.72109246253967,33,10,PLAY,Writing,3613836.0
36.007646560668945,36,9,PLAY,StillPlaying,577751.0
37.23553943634033,37,10,PLAY,Writing,3936261.0
40.00822114944458,40,9,PLAY,StillPlaying,782553.0
43.60386085510254,43,10,PLAY,Writing,3936261.0
44.00779938697815,44,9,PLAY,StillPlaying,1008699.0
45.97675180435181,45,10,PLAY,Writing,3936261.0
46.914067029953,46,11,PLAY,Writing,3936261.0
48.00760006904602,48,10,PLAY,StillPlaying,1207152.0
52.00764727592468,52,9,PLAY,StillPlaying,1473801.0
53.04601168632507,53,10,PLAY,Writing,3936261.0
53.95324087142944,53,11,PLAY,Writing,3936261.0
56.00758385658264,56,10,PLAY,StillPlaying,2087347.0
59.49953818321228,59,11,PLAY,Writing,3936261.0
60.007631063461304,60,10,PLAY,StillPlaying,2409742.0
64.00753593444824,64,9,PLAY,StillPlaying,2944291.0
65.55265092849731,65,10,PLAY,Writing,3936261.0
67.30865621566772,67,11,PLAY,Writing,3936261.0
68.00763010978699,68,10,PLAY,StillPlaying,3340509.0
72.00783920288086,72,9,PLAY,StillPlaying,3613836.0
72.60443139076233,72,10,PLAY,Writing,3936261.0
75.30273628234863,75,11,PLAY,Writing,3936261.0
76.00778675079346,76,10,PLAY,StillPlaying,3936261.0
80.0076789855957,80,9,PLAY,StillPlaying,3936261.0
83.66051769256592,83,10,PLAY,Writing,3936261.0
84.00748801231384,84,9,PLAY,StillPlaying,3936261.0
86.93534636497498,86,10,PLAY,Writing,3936261.0
88.00749897956848,88,9,PLAY,StillPlaying,3936261.0
89.21361899375916,89,10,PLAY,Writing,3936261.0
91.5772294998169,91,11,PLAY,Writing,3936261.0
92.00748348236084,92,10,PLAY,StillPlaying,3936261.0
96.00757503509521,96,9,PLAY,StillPlaying,3936261.0
98.60010409355164,98,10,PLAY,Writing,3936261.0
100.00750851631165,100,9,PLAY,StillPlaying,3936261.0
101.38640809059143,101,10,PLAY,Writing,3936261.0
104.00751280784607,104,9,PLAY,StillPlaying,3936261.0
104.6257336139679,104,10,PLAY,Writing,3936261.0
107.1947853565216,107,11,PLAY,Writing,3936261.0
108.00752305984497,108,10,PLAY,StillPlaying,3936261.0
112.00756096839905,112,9,PLAY,StillPlaying,3936261.0
113.6710638999939,113,10,PLAY,Writing,3936261.0
116.00749254226685,116,9,PLAY,StillPlaying,3936261.0
116.57025957107544,116,10,PLAY,Writing,3936261.0
118.06134414672852,118,11,PLAY,Writing,3936261.0
